name,kind,base_types,file,scope,loc,lifecycle,public_methods,FindObject,ResourcesLoad,NewGameObject,AddComponent,RuntimeInitialize,PlayerPrefs,ExecuteAlways,StopAllCoroutines,code_ref_count,code_ref_files,script_guid,serialized_ref_count,serialized_ref_files
CharacterAnimatorDriver,class,,Assets/Scripts/Characters/CharacterAnimatorDriver.cs,Runtime,178,,FromAnimator | ApplyMovement | DetermineDirection,0,0,0,0,0,0,0,0,18,Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:7 | Assets/Scripts/Characters/RoomPersonWalker2D.cs:3 | Assets/Scripts/PointClickPlayerMovement.cs:3 | Assets/Scripts/Story/NPCWaypointMover.cs:3 | Assets/Editor/CharacterRegressionTests.cs:2,881e49904c0847098ffb7b19b9788e22,0,
CharacterVisualProfile,class,ScriptableObject,Assets/Scripts/Characters/CharacterVisualProfile.cs,Runtime,145,OnValidate,Configure | GetVisualHeight | GetStateOffset | GetSortingOffsetForRenderer | HasRendererHint,0,0,0,0,0,0,0,0,11,Assets/Editor/RoomProjectionCalibrationWindow.cs:4 | Assets/Editor/RoomProjectionRegressionTests.cs:3 | Assets/Scripts/Characters/RoomProjectedEntity.cs:3 | Assets/Scripts/Characters/CharacterVisualProfile.cs:1,9d7c5206bdd145f4bdd4426f7ccc37bd,0,
DiningRoomSeatedGuestOcclusionController,class,MonoBehaviour,Assets/Scripts/Characters/DiningRoomSeatedGuestOcclusionController.cs,Runtime,153,,FindInScene | ActivateForGuest | DeactivateForGuest,1,0,0,1,0,0,0,0,5,Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestSearchController.cs:3 | Assets/Scripts/Characters/DiningRoomSeatedGuestOcclusionController.cs:2,a7ef8aa1178e4cd38ac4fd89669b9e29,1,Assets/Scenes/Gameplay.unity:1
DiningRoomSeatedGuestOcclusionException,class,MonoBehaviour,Assets/Scripts/Characters/DiningRoomSeatedGuestOcclusionException.cs,Runtime,277,Awake | OnEnable | LateUpdate | OnDisable,ActivateForDiningSeat | DeactivateForDiningSeat,0,0,0,1,0,0,0,0,5,Assets/Scripts/Characters/DiningRoomSeatedGuestOcclusionController.cs:5,d2bb6d79e86d4c7c8f2f57cc86f8b8c4,0,
GuestScaleApplyResult,struct,,Assets/Scripts/Characters/GuestRoomScaleApplier.cs,Runtime,844,LateUpdate,SetCalibration | EnsureInScene | EnsureParticipantForGuestObject | RefreshAllNow | RefreshAllWithResultNow | RefreshRoomNow | RefreshParticipantNow | TryComputeParticipantScale | ShouldApplyParticipantForRoomContext | CalculateTargetLocalScale | EnsureParticipantsForSceneGuests | TryInferAuthoredSceneGuestRoomId | TryInferChapterGuestNameRoomId | IsGuestScaleInfrastructureObject | IsManagedGuestParticipant,7,0,1,2,0,0,0,0,19,Assets/Editor/GuestRoomScaleMasterWindow.cs:8 | Assets/Scripts/Characters/GuestRoomScaleApplier.cs:7 | Assets/Editor/GuestButlerScaleRegressionTests.cs:4,2d396ad445bc46b9a6acb3ac62291ef0,1,Assets/Scenes/Gameplay.unity:1
GuestScaleComputation,struct,,Assets/Scripts/Characters/GuestRoomScaleApplier.cs,Runtime,844,LateUpdate,SetCalibration | EnsureInScene | EnsureParticipantForGuestObject | RefreshAllNow | RefreshAllWithResultNow | RefreshRoomNow | RefreshParticipantNow | TryComputeParticipantScale | ShouldApplyParticipantForRoomContext | CalculateTargetLocalScale | EnsureParticipantsForSceneGuests | TryInferAuthoredSceneGuestRoomId | TryInferChapterGuestNameRoomId | IsGuestScaleInfrastructureObject | IsManagedGuestParticipant,7,0,1,2,0,0,0,0,6,Assets/Scripts/Characters/GuestRoomScaleApplier.cs:5 | Assets/Editor/GuestRoomScaleMasterWindow.cs:1,2d396ad445bc46b9a6acb3ac62291ef0,1,Assets/Scenes/Gameplay.unity:1
GuestRoomScaleApplier,class,MonoBehaviour,Assets/Scripts/Characters/GuestRoomScaleApplier.cs,Runtime,844,LateUpdate,SetCalibration | EnsureInScene | EnsureParticipantForGuestObject | RefreshAllNow | RefreshAllWithResultNow | RefreshRoomNow | RefreshParticipantNow | TryComputeParticipantScale | ShouldApplyParticipantForRoomContext | CalculateTargetLocalScale | EnsureParticipantsForSceneGuests | TryInferAuthoredSceneGuestRoomId | TryInferChapterGuestNameRoomId | IsGuestScaleInfrastructureObject | IsManagedGuestParticipant,7,0,1,2,0,0,0,0,75,Assets/Editor/GuestRoomScaleMasterWindow.cs:25 | Assets/Editor/GuestButlerScaleRegressionTests.cs:20 | Assets/Scripts/Characters/GuestRoomScaleApplier.cs:7 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:6 | Assets/Scripts/Characters/GuestScaleParticipant.cs:5 | Assets/Editor/GuestScaleAudit.cs:4 | Assets/Scripts/Characters/RoomProjectedEntity.cs:3 | Assets/Scripts/Characters/RoomPersonWalker2D.cs:2 | Assets/Scripts/Story/ActorRoomState.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:1,2d396ad445bc46b9a6acb3ac62291ef0,1,Assets/Scenes/Gameplay.unity:1
GuestRoomScaleEntry,class,,Assets/Scripts/Characters/GuestRoomScaleCalibration.cs,Runtime,371,OnValidate,Matches | SetGuestRoomScalingEnabled | SetButlerScaleSource | GetOrCreateRoom | TryGetRoom | TryEvaluateGuestScale | SetRoomMultiplier | SetReferenceRoomStageScale | TryGetReferenceRoomStageScale | RemoveRoom | InitializeMissingRoomsFromButler | ResolveButlerScaleSource | SameRoom | CleanRoomId | SanitizeRoomStageScale | NormalizeRoomName,1,0,0,0,0,0,0,0,21,Assets/Scripts/Characters/GuestRoomScaleCalibration.cs:19 | Assets/Editor/GuestRoomScaleMasterWindow.cs:2,31d79ef7452a4c5288644569bd958a60,1,Assets/Scenes/Gameplay.unity:1
GuestRoomScaleCalibration,class,MonoBehaviour,Assets/Scripts/Characters/GuestRoomScaleCalibration.cs,Runtime,371,OnValidate,Matches | SetGuestRoomScalingEnabled | SetButlerScaleSource | GetOrCreateRoom | TryGetRoom | TryEvaluateGuestScale | SetRoomMultiplier | SetReferenceRoomStageScale | TryGetReferenceRoomStageScale | RemoveRoom | InitializeMissingRoomsFromButler | ResolveButlerScaleSource | SameRoom | CleanRoomId | SanitizeRoomStageScale | NormalizeRoomName,1,0,0,0,0,0,0,0,92,Assets/Editor/GuestRoomScaleMasterWindow.cs:42 | Assets/Editor/GuestButlerScaleRegressionTests.cs:17 | Assets/Scripts/Characters/GuestScaleParticipant.cs:16 | Assets/Scripts/Characters/GuestRoomScaleApplier.cs:8 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:5 | Assets/Scripts/Characters/GuestRoomStageScaleUtility.cs:4,31d79ef7452a4c5288644569bd958a60,1,Assets/Scenes/Gameplay.unity:1
GuestRoomStageScaleUtility,class,,Assets/Scripts/Characters/GuestRoomStageScaleUtility.cs,Runtime,188,,TryGetActiveRoomStageScale | CalculateRoomStageZoomRatio | TryGetCurrentRoomStageZoomRatio | TryGetInheritedRoomStageZoomRatio | TryGetParticipantRoomStage | SanitizeRoomStageScale,2,0,0,0,0,0,0,0,15,Assets/Editor/GuestRoomScaleMasterWindow.cs:8 | Assets/Editor/GuestButlerScaleRegressionTests.cs:4 | Assets/Scripts/Characters/GuestRoomScaleApplier.cs:2 | Assets/Scripts/Characters/GuestRoomScaleCalibration.cs:1,c209e3f5ef8c464db5163927439bd6a4,0,
CharacterPose,enum,,Assets/Scripts/Characters/GuestScaleParticipant.cs,Runtime,748,OnValidate | Reset,SetCharacterId | SetCurrentRoomId | ClearCurrentRoomId | SetRoomIdOverride | SetPose | SetScaleRoot | SetBodyRoot | SetExcludedFromGuestScaling | SetIsButler | SetManualFineTuneMultiplier | ResolveScaleRoot | ResolveRoomId | ResolveRoomIdForScaleContext | ResolveCurrentRoomId | BuildRoomResolutionTrace | ResolveRoomLocalY | CaptureBaseScale | RestoreCapturedBaseScale | ApplyFinalScale | NameLooksExcludedFromBodyScale,2,0,0,0,0,0,0,0,19,Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:11 | Assets/Scripts/Characters/GuestScaleParticipant.cs:4 | Assets/Editor/GuestButlerScaleRegressionTests.cs:2 | Assets/Scripts/Characters/GuestRoomScaleApplier.cs:2,b099f2b1c3494d8fa900d71915c16f31,8,Assets/Scenes/Gameplay.unity:8
GuestRoomResolutionTrace,struct,,Assets/Scripts/Characters/GuestScaleParticipant.cs,Runtime,748,OnValidate | Reset,SetCharacterId | SetCurrentRoomId | ClearCurrentRoomId | SetRoomIdOverride | SetPose | SetScaleRoot | SetBodyRoot | SetExcludedFromGuestScaling | SetIsButler | SetManualFineTuneMultiplier | ResolveScaleRoot | ResolveRoomId | ResolveRoomIdForScaleContext | ResolveCurrentRoomId | BuildRoomResolutionTrace | ResolveRoomLocalY | CaptureBaseScale | RestoreCapturedBaseScale | ApplyFinalScale | NameLooksExcludedFromBodyScale,2,0,0,0,0,0,0,0,5,Assets/Scripts/Characters/GuestScaleParticipant.cs:3 | Assets/Editor/GuestButlerScaleRegressionTests.cs:1 | Assets/Editor/GuestRoomScaleMasterWindow.cs:1,b099f2b1c3494d8fa900d71915c16f31,8,Assets/Scenes/Gameplay.unity:8
GuestScaleParticipant,class,MonoBehaviour,Assets/Scripts/Characters/GuestScaleParticipant.cs,Runtime,748,OnValidate | Reset,SetCharacterId | SetCurrentRoomId | ClearCurrentRoomId | SetRoomIdOverride | SetPose | SetScaleRoot | SetBodyRoot | SetExcludedFromGuestScaling | SetIsButler | SetManualFineTuneMultiplier | ResolveScaleRoot | ResolveRoomId | ResolveRoomIdForScaleContext | ResolveCurrentRoomId | BuildRoomResolutionTrace | ResolveRoomLocalY | CaptureBaseScale | RestoreCapturedBaseScale | ApplyFinalScale | NameLooksExcludedFromBodyScale,2,0,0,0,0,0,0,0,195,Assets/Editor/GuestButlerScaleRegressionTests.cs:74 | Assets/Editor/GuestRoomScaleMasterWindow.cs:51 | Assets/Scripts/Characters/GuestRoomScaleApplier.cs:26 | Assets/Scripts/Story/ActorRoomState.cs:11 | Assets/Scripts/Characters/RoomPersonWalker2D.cs:6 | Assets/Scripts/Characters/RoomProjectedEntity.cs:6 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:6 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:5 | Assets/Editor/GuestScaleAudit.cs:4 | Assets/Scripts/PointClickPlayerMovement.cs:4 | Assets/Scripts/Characters/GuestRoomStageScaleUtility.cs:2,b099f2b1c3494d8fa900d71915c16f31,8,Assets/Scenes/Gameplay.unity:8
