name,kind,base_types,file,scope,loc,lifecycle,public_methods,FindObject,ResourcesLoad,NewGameObject,AddComponent,RuntimeInitialize,PlayerPrefs,ExecuteAlways,StopAllCoroutines,code_ref_count,code_ref_files,script_guid,serialized_ref_count,serialized_ref_files
GuestRoomScaleMasterWindow,class,EditorWindow,Assets/Editor/GuestRoomScaleMasterWindow.cs,Editor,1393,,OpenWindow,19,0,1,1,0,0,0,0,15,Assets/Editor/GuestButlerScaleRegressionTests.cs:14 | Assets/Editor/GuestRoomScaleMasterWindow.cs:1,ba22db02c5fd411a9ef236687053d686,0,
GuestScaleAudit,class,,Assets/Editor/GuestScaleAudit.cs,Editor,415,,RunAndWriteReport | BuildReport,0,0,0,0,0,0,0,0,3,Assets/Editor/GuestButlerScaleRegressionTests.cs:1 | Assets/Editor/GuestRoomScaleMasterWindow.cs:1 | Assets/Editor/GuestScaleAudit.cs:1,8db9959d40c646c9b72f89c729fc9f1b,0,
HeadTurnSpriteImportPostprocessor,class,AssetPostprocessor,Assets/Editor/HeadTurnSpriteImportPostprocessor.cs,Editor,41,,,0,0,0,0,0,0,0,0,0,,4750d8be9f884f6fad0b7d495c60d399,0,
NavigationEditorTools,class,,Assets/Editor/NavigationEditorTools.cs,Editor,1154,,SyncDoorTriggersFromDoorData | PreviewSelectedRoomForDoorEditing | ToggleAutoPreviewSelectedRoom | ValidateDoorData | GeneratePlaceholderDoorDataFromDoorButtons | CreateRoomVisualCatalogFromRooms | CreateDoorButtonPlaceholdersFromDoorData | PreviewRoomForDoorEditing | FindSelectedRoomContentGroup | ShouldForcePreviewSelectedRoom | IsSelectedChapter2HideAnchor,0,0,2,4,0,0,0,0,11,Assets/Editor/NavigationEditorTools.cs:6 | Assets/Editor/NavigationRoomImageShaderControlsWindow.cs:3 | Assets/Editor/NavigationRegressionTests.cs:2,f3814b755a9398bfa9b0a89b55d0ab73,0,
NavigationSelectionAutoPreview,class,,Assets/Editor/NavigationEditorTools.cs,Editor,1154,,SyncDoorTriggersFromDoorData | PreviewSelectedRoomForDoorEditing | ToggleAutoPreviewSelectedRoom | ValidateDoorData | GeneratePlaceholderDoorDataFromDoorButtons | CreateRoomVisualCatalogFromRooms | CreateDoorButtonPlaceholdersFromDoorData | PreviewRoomForDoorEditing | FindSelectedRoomContentGroup | ShouldForcePreviewSelectedRoom | IsSelectedChapter2HideAnchor,0,0,2,4,0,0,0,0,1,Assets/Editor/NavigationEditorTools.cs:1,f3814b755a9398bfa9b0a89b55d0ab73,0,
NavigationRegressionTests,class,,Assets/Editor/NavigationRegressionTests.cs,Test,1396,OnEnable,DoorTriggersUseInspectorDestinationsOnly | DoorTriggersPlayRandomWoodCreaksFromCatalog | StairwayTriggersPlayStairwaySoundCatalog | ClockTickingAmbienceLoopsRandomTicksInClockRooms | AudioPlaybackGuardsAgainstDisabledSources | AudioSafePlaybackSkipsInactiveSourceWithoutUnityWarning | GameplayDoorTriggerLayerCanReceiveClicks | ChapterClockUsesSingleBottomLeftHudReadout | GrandfatherClockCloseUpDoesNotOpenOverGameplay | StairwayTriggersUseStairwayNamesAndCursor | DoorAndStairwayTriggersRequirePlayerApproach | BottomEdgeRoomTransitionsDoNotUseHugeFloorHitboxes | DoorTransitionsPlacePlayerAtDestinationDoor | PlayerCursorShowsWalkability | PlayerMovementKeepsHoverPathingCheapAndReusesClickPath | UiControlsUseDedicatedCursorDuringModalPause | NewGameShowsCursorStyleChooserBeforeGameplay | CursorStyleCatalogProvidesGeneratedRuntimeAssets | GameplayInteractionsMapToCursorStyleActions | MainMenuLayoutScalesToShortGameViews | PlayerMovementUsesOnlyFloorBoundaryForWalkability | PlayerMovementResolvesOutsideRectangleToNearestInsetEdge | PlayerMovementResolvesConcaveGapToNearestPolygonEdge | PlayerMovementResolvesBlockerClickToNearestWalkableBlockerEdge | UpperGalleryBoundaryKeepsRearHallwayRouteAroundStairwell | PlayerMovementCachesPolygonRouteVisibilityGraph | ActorRoomStateBindsWorldActorsToRoomStageLocalPoints | RoomPropDepthDoesNotDependOnViewportBounds | ServiceCorridorKeepsAuthoredProps | BilliardRoomKeepsForegroundCutouts | DrawingRoomDoesNotKeepStaleGreenChairReference | ImportantRoomPropsKeepStableAuthoredSorting | GameplayDoesNotKeepMapDropdownUi | ChapterManagerHasChapter2DebugSkipButton | SettingsDebugChapterSkipsClosePausedModalBeforeRunning | GameplayHasManualRoomStageRoot | GameplayRoomsOwnBackgroundsAndDoorGroups | NavigationBootstrapRunsAfterMainMenuLoadsGameplay | GameplaySceneCannotBeStartedDirectlyFromEditorPlayMode | GameplayCameraUsesTutorialStyleRoomLook | GameplayHasExplorationAudioHooks | BackgroundShaderUsesFullRoomArtWidth | DoorHitboxesUseVisibleRectTransformsAsSourceOfTruth | ButlerPlayerIdleUsesStableBreathingFrameSequence,2,1,3,5,0,0,1,0,0,,6dbaf260a5134afc9dfd6e78bf5169f3,0,
NavigationRoomImageShaderControlsWindow,class,EditorWindow,Assets/Editor/NavigationRoomImageShaderControlsWindow.cs,Editor,324,OnEnable | OnDisable,OpenWindow,0,0,0,0,0,0,0,0,2,Assets/Editor/NavigationRoomImageShaderControlsWindow.cs:2,68c100ebed5d71a29bdf66c494e64796,0,
ObjectCollisionBoxCategory,enum,,Assets/Editor/ObjectCollisionBoxAuthoringWindow.cs,Editor,782,,Open | DryRunMenu | GenerateMenu | TryCreateFootprintFromBounds | ScanActiveScene | CountGeneratable | BuildScanReport | GenerateMissingPlayerBlockersForActiveScene | SyncGameplayScenePlayerBlockerSorting | SyncScenePlayerBlockerSorting | CreateOrUpdatePlayerBlocker | DeleteGeneratedPlayerBlockersInActiveScene,2,0,1,2,0,0,0,0,17,Assets/Editor/ObjectCollisionBoxAuthoringWindow.cs:15 | Assets/Editor/ObjectCollisionBoxRegressionTests.cs:2,c7b198000e4942d197867955060b806e,0,
ObjectCollisionFootprint,struct,,Assets/Editor/ObjectCollisionBoxAuthoringWindow.cs,Editor,782,,Open | DryRunMenu | GenerateMenu | TryCreateFootprintFromBounds | ScanActiveScene | CountGeneratable | BuildScanReport | GenerateMissingPlayerBlockersForActiveScene | SyncGameplayScenePlayerBlockerSorting | SyncScenePlayerBlockerSorting | CreateOrUpdatePlayerBlocker | DeleteGeneratedPlayerBlockersInActiveScene,2,0,1,2,0,0,0,0,10,Assets/Editor/ObjectCollisionBoxAuthoringWindow.cs:7 | Assets/Editor/ObjectCollisionBoxRegressionTests.cs:3,c7b198000e4942d197867955060b806e,0,
ObjectCollisionBoxAuthoringWindow,class,EditorWindow,Assets/Editor/ObjectCollisionBoxAuthoringWindow.cs,Editor,782,,Open | DryRunMenu | GenerateMenu | TryCreateFootprintFromBounds | ScanActiveScene | CountGeneratable | BuildScanReport | GenerateMissingPlayerBlockersForActiveScene | SyncGameplayScenePlayerBlockerSorting | SyncScenePlayerBlockerSorting | CreateOrUpdatePlayerBlocker | DeleteGeneratedPlayerBlockersInActiveScene,2,0,1,2,0,0,0,0,2,Assets/Editor/ObjectCollisionBoxAuthoringWindow.cs:1 | Assets/Editor/ObjectCollisionBoxRegressionTests.cs:1,c7b198000e4942d197867955060b806e,0,
ObjectCollisionBoxAuthoring,class,,Assets/Editor/ObjectCollisionBoxAuthoringWindow.cs,Editor,782,,Open | DryRunMenu | GenerateMenu | TryCreateFootprintFromBounds | ScanActiveScene | CountGeneratable | BuildScanReport | GenerateMissingPlayerBlockersForActiveScene | SyncGameplayScenePlayerBlockerSorting | SyncScenePlayerBlockerSorting | CreateOrUpdatePlayerBlocker | DeleteGeneratedPlayerBlockersInActiveScene,2,0,1,2,0,0,0,0,17,Assets/Editor/ObjectCollisionBoxAuthoringWindow.cs:12 | Assets/Editor/ObjectCollisionBoxRegressionTests.cs:5,c7b198000e4942d197867955060b806e,0,
ObjectCollisionBoxRegressionTests,class,,Assets/Editor/ObjectCollisionBoxRegressionTests.cs,Test,158,,ChairBlockerUsesLowerFootprintInsteadOfWholeImage | WallDecorAndLightingAreSkipped | GeneratorCreatesNamedPlayerBlockerUnderRoom | ObjectMovementBlockerSortsSourceRendererFromFrontEdge | PointClickMovementCollectsExplicitObjectMovementBlockers | ObjectCollisionAuthoringToolAndPromptExist,0,0,4,5,0,0,0,0,0,,2f9401a1d8c74e02946cca10f4340da0,0,
OddityRegressionTests,class,,Assets/Editor/OddityRegressionTests.cs,Test,37,,OdditiesAreEditableRoomObjects,0,0,0,0,0,0,1,0,0,,a4c2b0824d184267bc49859913c42dc5,0,
PlayModeLayoutCaptureWindow,class,EditorWindow,Assets/Editor/PlayModeLayoutCaptureWindow.cs,Editor,786,,Open | CaptureDiningSeatAnchorsMenu | ApplyPendingCaptureMenu,0,0,0,0,0,0,0,0,3,Assets/Editor/PlayModeLayoutCaptureWindow.cs:2 | Assets/Editor/RoomProjectionRegressionTests.cs:1,53d30ef5bfa4494fbff4742f5e1a8626,0,
PointClickPlayerMovementEditor,class,Editor,Assets/Editor/PointClickPlayerMovementEditor.cs,Editor,34,Update,OnInspectorGUI,0,0,0,0,0,0,0,0,1,Assets/Editor/RoomProjectionRegressionTests.cs:1,870751b9d8b1487da38b4f7c40af7b31,0,
RoomEnvironmentAuthoringWindow,class,EditorWindow,Assets/Editor/RoomEnvironmentAuthoringWindow.cs,Editor,675,,Open | CreateSuggestedEnvironmentPlaceholders | ToDefinition,1,0,1,1,0,0,0,0,1,Assets/Editor/RoomEnvironmentAuthoringWindow.cs:1,c7e9fa4d928e4c91b4e81ce7e3324a60,0,
RoomLightingRegressionTests,class,,Assets/Editor/RoomLightingRegressionTests.cs,Test,174,,LightingControllerBuildsRoomLocalNonBlockingOverlays | FlameParticlesCanBypassGlobalBloomWhileRoomOverlaysDriveIt | GameplaySceneHasExplicitLightingController | GameplaySceneKeepsGeneratedCandleFlameParticles | LightingPresetShowsSeveralPrototypeTechniques,0,1,0,0,0,0,2,0,0,,ac631bb86e3e4a53aa0d0794356f7145,0,
RoomPerspectiveProfileEditor,class,Editor,Assets/Editor/RoomPerspectiveProfileEditor.cs,Editor,188,Update,OnInspectorGUI,0,0,0,0,0,0,0,0,1,Assets/Editor/RoomProjectionRegressionTests.cs:1,5710bae4cf3043d89bd2aa6e1240660c,0,
RoomProjectedEntityEditor,class,Editor,Assets/Editor/RoomProjectedEntityEditor.cs,Editor,258,Update,OnInspectorGUI,0,0,0,0,0,0,0,0,1,Assets/Editor/RoomProjectionRegressionTests.cs:1,9ce1fe34319045699aa184a301f7f45f,0,
RoomProjectionCalibrationWindow,class,EditorWindow,Assets/Editor/RoomProjectionCalibrationWindow.cs,Editor,281,OnEnable,Open | CreateDrawingRoomPerspectiveProfile | CreatePerspectiveProfilesForSceneRooms | CreateStandardAdultVisualProfile,0,0,0,0,0,0,0,0,2,Assets/Editor/RoomProjectionCalibrationWindow.cs:1 | Assets/Editor/RoomProjectionRegressionTests.cs:1,29a5e33b9b104ee191b02432ff334e7e,0,
RoomProjectionRegressionTests,class,,Assets/Editor/RoomProjectionRegressionTests.cs,Test,649,,SameRoomLocalFootYProducesSameRoomScaleForProjectedEntities | NearerFootYProducesLargerScaleThanFartherFootY | RoomPerspectiveProfileExposesRoomWideYScaleControls | RoomPerspectiveProfileEditorExposesArtistFriendlyYScaleControls | PlayModeLayoutCaptureCanPersistRuntimeAnchorTuning | PointClickMovementCanUseRoomPerspectiveProfileScaling | SortingOrderFollowsRoomFootYDepth | CharacterVisualProfileHeightMultiplierAffectsProjectedScalePredictably | ProjectedGuestsExposeRoomSpecificVisualScaleOverrides | ButlerCalibrationStoresFinalLocalScaleValues | ButlerSavedScalePreviewIsIdempotent | ButlerRuntimeUsesFinalLocalScaleDirectly | ButlerUncalibratedRoomsKeepOldScaleBehavior | ButlerScaleWindowUsesClearLabels | PointClickPlayerMovementInspectorOpensButlerScaleWindow | GuestProjectionUsesButlerScaleApiWithoutOwningCalibrationData | ProjectedEntityPreservesAuthoredVisualScaleWhileNormalizingRoot | ProjectedEntityUsesEditedVisualScaleAsProjectionBase | ProjectedEntityUsesEditedRootScaleWhenVisualRootIsActorRoot | ActorRoomStateVisibilityRemainsSeparateFromProjection | ProjectionIsInactiveOutsideActorProfileRoom | Chapter1ProjectedGuestPlacementKeepsSafeFallbacks | ActorRoomStateSkipsRoomStageScaleBindingWhenProjectionIsActive | LegacyWalkerAndWorldYSortDeferToActiveProjection,0,0,10,16,0,0,0,0,0,,8969100aa3fa476db6f2770b353f489f,0,
StoryActorRoomStageLockingTests,class,,Assets/Editor/StoryActorRoomStageLockingTests.cs,Test,272,,WorldActorBindingStaysLockedAcrossPanZoomAndResize | WorldActorCanKeepAuthoredScaleWhileLockedToRoomStage | WorldActorUsesAuthoredScaleAsRoomZoomBaseline | WorldActorBindingUsesRoomPerspectiveProfileScale | Destroy,0,0,10,3,0,0,0,0,0,,8d7b6b1676d14d26b13e3d5ac45c7257,0,
SubtitlePresentationRegressionTests,class,,Assets/Editor/SubtitlePresentationRegressionTests.cs,Test,134,,SubtitleServiceUsesSpeakerPortraitCardLayout | SubtitlePanelMovesOutOfBottomCenterActionBand | SubtitleLineBankBindsGuestPortraitsByStableSpeakerId | SubtitleLineBankUsesTwoByFourGuestPortraitSheetSlices | SubtitlePortraitsRemovePlaqueNamesAndFillTheFrame | SubtitleCardKeepsSkipButtonAndReadableTextInsideNewLayout,0,0,0,0,0,0,0,0,0,,036291edbd17c4469a9df417e05fbc29,0,
UnityEditorAudioGuard,class,,Assets/Editor/UnityEditorAudioGuard.cs,Editor,171,,EnforceAudioEnabled,0,0,0,0,0,0,0,0,1,Assets/Editor/UnityEditorAudioGuard.cs:1,a6f182e29ad94eacb1cd713a19faf922,0,
CameraManager,class,MonoBehaviour,Assets/Map/CameraManager.cs,Runtime,2936,Awake | OnEnable | Start | Update | OnDisable | OnDestroy | Reset,TryGetRoomStageWorldOffset | TryGetRoomStageScreenTransform | TryGetActiveRoomStageWorldPoint | TryGetActiveRoomStageLocalPoint | PlayCameraShake | StopCameraShake | SetRoomBackground | SetActiveRoomContent | PreviewRoomBackground | PreviewFullRoomImageForDoorEditing | EndFullImagePlacementPreview | SetRoomLookForPreview | ResetRoomLookForPreview | GetAvailableCursorStyles | GetSelectedCursorStyle | SetCursorStyle | LoadCursorStylePreview | SetEdgePanDirection | SetGameplayHoverBlocked | SetDoorHover | ClearDoorHover | SetWalkHover | ClearWalkHover,5,0,0,0,1,0,0,0,71,Assets/Editor/StoryActorRoomStageLockingTests.cs:20 | Assets/Editor/NavigationEditorTools.cs:11 | Assets/Editor/NavigationRegressionTests.cs:8 | Assets/Editor/NavigationRoomImageShaderControlsWindow.cs:6 | Assets/Scripts/PointClickPlayerMovement.cs:4 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:4 | Assets/Scripts/Characters/RoomProjectedEntity.cs:3 | Assets/Editor/Chapter2RegressionTests.cs:2 | Assets/Map/CameraManager.cs:2 | Assets/Scripts/Characters/GuestRoomStageScaleUtility.cs:2 | Assets/Scripts/Navigation/RoomNavigationBootstrap.cs:2 | Assets/Scripts/Navigation/RoomNavigationManager.cs:2 | Assets/Scripts/Story/ActorRoomState.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:2 | Assets/Editor/OddityRegressionTests.cs:1,e3c8ce10745e87c74bfcf89d573dfebf,1,Assets/Scenes/Gameplay.unity:1
NavigationCursorController,class,,Assets/Map/CameraManager.cs,Runtime,2936,Awake | OnEnable | Start | Update | OnDisable | OnDestroy | Reset,TryGetRoomStageWorldOffset | TryGetRoomStageScreenTransform | TryGetActiveRoomStageWorldPoint | TryGetActiveRoomStageLocalPoint | PlayCameraShake | StopCameraShake | SetRoomBackground | SetActiveRoomContent | PreviewRoomBackground | PreviewFullRoomImageForDoorEditing | EndFullImagePlacementPreview | SetRoomLookForPreview | ResetRoomLookForPreview | GetAvailableCursorStyles | GetSelectedCursorStyle | SetCursorStyle | LoadCursorStylePreview | SetEdgePanDirection | SetGameplayHoverBlocked | SetDoorHover | ClearDoorHover | SetWalkHover | ClearWalkHover,5,0,0,0,1,0,0,0,60,Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1SceneAction.cs:10 | Assets/Scripts/PointClickPlayerMovement.cs:9 | Assets/Scripts/Navigation/DoorTriggerNavigation.cs:8 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1CoatPickup.cs:7 | Assets/Scripts/MainMenuController.cs:5 | Assets/Editor/NavigationRegressionTests.cs:4 | Assets/Map/CameraManager.cs:4 | Assets/Scripts/UI/NavigationCursorHoverTarget.cs:4 | Assets/Scripts/UI/RuntimeSettingsMenu.cs:4 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestFindAction.cs:3 | Assets/Scripts/PickupObject.cs:2,e3c8ce10745e87c74bfcf89d573dfebf,1,Assets/Scenes/Gameplay.unity:1
Chapter2PanicScreamCatalog,class,ScriptableObject,Assets/Scripts/Audio/Chapter2PanicScreamCatalog.cs,Runtime,46,,TryGetScreamForGuest,0,0,0,0,0,0,0,0,5,Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:3 | Assets/Editor/Chapter2RegressionTests.cs:1 | Assets/Scripts/Audio/Chapter2PanicScreamCatalog.cs:1,728ee02e55374da3a1518010ecb7de91,1,Assets/Resources/Audio/Chapter2PanicScreamCatalog.asset:1
ClockTickingAmbienceCatalog,class,ScriptableObject,Assets/Scripts/Audio/ClockTickingAmbienceCatalog.cs,Runtime,256,,HasRoom | TryGetClockForRoom | TryGetRandomClip | TryGetStableClipForRoom | GetRandomPitch | GetStablePitchForRoom | GetStablePlaybackTimeForRoom,0,0,0,0,0,0,0,0,7,Assets/Editor/NavigationRegressionTests.cs:3 | Assets/Scripts/Audio/ClockTickingAmbienceController.cs:3 | Assets/Scripts/Audio/ClockTickingAmbienceCatalog.cs:1,4d153adbd70fda53513c371badfa093b,1,Assets/Resources/Audio/ClockTickingAmbienceCatalog.asset:1
ClockTickingAmbienceController,class,MonoBehaviour,Assets/Scripts/Audio/ClockTickingAmbienceController.cs,Runtime,279,Awake | OnEnable | OnDisable,FindOrCreate | Initialize,3,1,1,1,0,0,0,0,10,Assets/Scripts/Audio/ClockTickingAmbienceController.cs:6 | Assets/Editor/NavigationRegressionTests.cs:2 | Assets/Scripts/Navigation/RoomNavigationManager.cs:2,65e29c4687b6bad242fac7bcb6849828,0,
DialogueSpeechService,class,MonoBehaviour,Assets/Scripts/Audio/DialogueSpeechService.cs,Runtime,368,Update,FindOrCreate | StopAnyCurrentSpeech | BeginSpeakLine | SpeakLine | SkipCurrentSpeech | StopCurrentSpeech | CancelQueuedSpeech,3,0,1,0,0,0,0,0,32,Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:12 | Assets/Scripts/Audio/DialogueSpeechService.cs:9 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2Controller.cs:9 | Assets/Editor/Chapter2RegressionTests.cs:2,6790d7832e9a441c9535d395e3c75084,0,
DoorOpenSoundCatalog,class,ScriptableObject,Assets/Scripts/Audio/DoorOpenSoundCatalog.cs,Runtime,49,,TryGetRandomClip,0,0,0,0,0,0,0,0,8,Assets/Scripts/Navigation/DoorTriggerNavigation.cs:5 | Assets/Editor/NavigationRegressionTests.cs:2 | Assets/Scripts/Audio/DoorOpenSoundCatalog.cs:1,9688b4be97d24912b44c9495cae7e9c2,2,Assets/Resources/Audio/DoorOpenSoundCatalog.asset:1 | Assets/Resources/Audio/StairwaySoundCatalog.asset:1
FireplaceAmbienceCatalog,class,ScriptableObject,Assets/Scripts/Audio/FireplaceAmbienceCatalog.cs,Runtime,161,,HasRoom | TryGetClipForRoom | GetVolumeMultiplierForRoom | TryGetRandomClip | GetRandomPitch,0,0,0,0,0,0,0,0,4,Assets/Scripts/Audio/FireplaceAmbienceController.cs:3 | Assets/Scripts/Audio/FireplaceAmbienceCatalog.cs:1,926ef3a5f44c4152b79ea814a82314a9,1,Assets/Resources/Audio/FireplaceAmbienceCatalog.asset:1
FireplaceAmbienceController,class,MonoBehaviour,Assets/Scripts/Audio/FireplaceAmbienceController.cs,Runtime,267,Awake | OnEnable | OnDisable,FindOrCreate | Initialize,3,1,1,2,0,0,0,0,9,Assets/Scripts/Audio/FireplaceAmbienceController.cs:6 | Assets/Scripts/Navigation/RoomNavigationManager.cs:2 | Assets/Editor/NavigationRegressionTests.cs:1,c5d8eebb18904780a5d77a1c9da6ce6f,0,
GameAudioChannel,enum,,Assets/Scripts/Audio/GameAudioChannel.cs,Runtime,7,,,0,0,0,0,0,0,0,0,66,Assets/Scripts/UI/RuntimeSettingsMenu.cs:16 | Assets/Scripts/Audio/GameAudioSettings.cs:14 | Assets/Scripts/MainMenuController.cs:9 | Assets/Scripts/Audio/GameAudioSourceVolume.cs:5 | Assets/Scripts/Audio/ClockTickingAmbienceController.cs:4 | Assets/Scripts/Audio/FireplaceAmbienceController.cs:3 | Assets/Scripts/Audio/GuestVoiceLinePlayback.cs:2 | Assets/Scripts/Navigation/DoorTriggerNavigation.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:2 | Assets/Editor/Chapter2RegressionTests.cs:1 | Assets/Editor/NavigationRegressionTests.cs:1 | Assets/Scripts/Audio/GuestFootstepAudio.cs:1 | Assets/Scripts/Audio/PlayerFootstepAudio.cs:1 | Assets/Scripts/StaticNoisePlayer.cs:1 | Assets/Scripts/Story/DoorbellSystem.cs:1 | Assets/Scripts/Story/GrandfatherClockInteraction.cs:1 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2Controller.cs:1 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2MonsterStingerController.cs:1,8fe4e69ce16b4d3e95089bb59143a5c4,0,
GameAudioSettings,class,,Assets/Scripts/Audio/GameAudioSettings.cs,Runtime,203,,ResetUnityAudioState | GetVolume | SetVolume | ApplyVolume | CanPlay | TryPlay | TryPlayOneShot | EnsureBinding | GetCurrentOrBoundBaseVolume | GetDisplayName,0,0,0,1,0,3,0,0,60,Assets/Editor/NavigationRegressionTests.cs:7 | Assets/Scripts/MainMenuController.cs:7 | Assets/Scripts/UI/RuntimeSettingsMenu.cs:6 | Assets/Scripts/Audio/ClockTickingAmbienceController.cs:5 | Assets/Scripts/Audio/FireplaceAmbienceController.cs:4 | Assets/Scripts/Audio/GuestVoiceLinePlayback.cs:4 | Assets/Scripts/Navigation/DoorTriggerNavigation.cs:4 | Assets/Scripts/Audio/GameAudioSourceVolume.cs:3 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:3 | Assets/Editor/Chapter2RegressionTests.cs:2 | Assets/Scripts/Audio/GuestFootstepAudio.cs:2 | Assets/Scripts/Audio/PlayerFootstepAudio.cs:2 | Assets/Scripts/StaticNoisePlayer.cs:2 | Assets/Scripts/Story/DoorbellSystem.cs:2 | Assets/Scripts/Story/GrandfatherClockInteraction.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2Controller.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2MonsterStingerController.cs:2 | Assets/Scripts/Story/GameplayRuntimeState.cs:1,1b9a0f792f8f43148bda82fe619819c6,0,
GameAudioSourceVolume,class,MonoBehaviour,Assets/Scripts/Audio/GameAudioSourceVolume.cs,Runtime,65,OnEnable | OnDisable | Reset,Configure | SetBaseVolume | Apply,0,0,0,0,0,0,0,0,6,Assets/Scripts/Audio/GameAudioSettings.cs:6,5161da2d2e1b408d859e3792f47407f4,0,
GuestFootstepAudio,class,MonoBehaviour,Assets/Scripts/Audio/GuestFootstepAudio.cs,Runtime,286,Update | OnDisable,Configure | PlayWalking | SetWalking | StopWalking,0,0,1,3,0,0,0,0,14,Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:9 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:3 | Assets/Editor/Chapter2RegressionTests.cs:1 | Assets/Editor/NavigationRegressionTests.cs:1,97301c28479e2e1dc90448e43a36d7fe,0,
GuestFootstepCatalog,class,ScriptableObject,Assets/Scripts/Audio/GuestFootstepCatalog.cs,Runtime,156,,TryGetFootstepsForGuest | TryGetFootstepVariantsForGuest | TryGetFootstepsForButler | TryGetButlerFootstepVariants,0,0,0,0,0,0,0,0,18,Assets/Editor/FootstepCatalogTools.cs:5 | Assets/Editor/Chapter2RegressionTests.cs:3 | Assets/Scripts/Audio/PlayerFootstepAudio.cs:3 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:3 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:3 | Assets/Scripts/Audio/GuestFootstepCatalog.cs:1,c1e4c474e559b01dfdafba00f05810a6,1,Assets/Resources/Audio/GuestFootstepCatalog.asset:1
GuestVoiceLineCatalog,class,ScriptableObject,Assets/Scripts/Audio/GuestVoiceLineCatalog.cs,Runtime,50,,TryGetVoiceLine,0,0,0,0,0,0,0,0,5,Assets/Scripts/Audio/GuestVoiceLinePlayback.cs:3 | Assets/Editor/Chapter2RegressionTests.cs:1 | Assets/Scripts/Audio/GuestVoiceLineCatalog.cs:1,0d2c7f4e9a0b4e4c8d5e6f708192a3b4,1,Assets/Resources/Audio/GuestVoiceLineCatalog.asset:1
GuestVoiceLinePlayback,class,MonoBehaviour,Assets/Scripts/Audio/GuestVoiceLinePlayback.cs,Runtime,474,OnDisable,FindOrCreate | PlayForDialogue | TryGetDialogueClip | GetDurationForDialogue | StopCurrentLine | StopAnyCurrentLine,3,1,2,2,0,0,0,0,22,Assets/Scripts/Audio/GuestVoiceLinePlayback.cs:9 | Assets/Scripts/UI/RuntimeSettingsMenu.cs:4 | Assets/Scripts/UI/SubtitleService.cs:3 | Assets/Editor/Chapter2RegressionTests.cs:2 | Assets/Scripts/Audio/DialogueSpeechService.cs:2 | Assets/Editor/NavigationRegressionTests.cs:1 | Assets/Scripts/Story/ChapterManager.cs:1,9e13b0cd7a5f44a69fe0b75a2cb76123,0,
PlayerFootstepAudio,class,MonoBehaviour,Assets/Scripts/Audio/PlayerFootstepAudio.cs,Runtime,304,Update | OnDisable,SetWalking | PlayWalking | StopWalking,0,1,1,3,0,0,0,0,4,Assets/Scripts/PointClickPlayerMovement.cs:3 | Assets/Editor/NavigationRegressionTests.cs:1,e0d247f58cf84d209a956e2016ddbb2f,0,
CharacterController2D,class,MonoBehaviour,Assets/Scripts/CharacterController2D.cs,Runtime,221,Awake | FixedUpdate,Move,0,0,0,2,0,0,0,0,8,Assets/Scripts/PlayerMovement.cs:2 | Assets/Scripts/Story/ChapterManager.cs:2 | Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs:2 | Assets/Scripts/PointClickPlayerMovement.cs:1 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:1,fbc4bfb46da335ef392e49b8ba30aa78,1,Assets/Prefabs/Player.prefab:1
CharacterWalkDirection,enum,,Assets/Scripts/Characters/CharacterAnimatorDriver.cs,Runtime,178,,FromAnimator | ApplyMovement | DetermineDirection,0,0,0,0,0,0,0,0,36,Assets/Scripts/Characters/CharacterAnimatorDriver.cs:15 | Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs:7 | Assets/Editor/CharacterRegressionTests.cs:4 | Assets/Scripts/Characters/RoomPersonWalker2D.cs:4 | Assets/Scripts/PointClickPlayerMovement.cs:4 | Assets/Scripts/Story/NPCWaypointMover.cs:2,881e49904c0847098ffb7b19b9788e22,0,
